Doctor_Name,Specialization,Available_Timings,Available_Date,Hospital_Name,Location,Department_Size,Patient_Influx,Doctor_Ratio,Doctor_Availability
Dr. Swati Desai,Orthopedics,12,19-07-2040,Metro Hospital,Mumbai,75,318,1.54,0
Dr. Swati Desai,Dermatology,13,20-07-2040,Metro Hospital,New Delhi,52,110,1.95,1
Dr. Ravi Kumar,Pediatrics,11,21-07-2040,Metro Hospital,New Delhi,14,316,0.77,0
Dr. Ravi Kumar,Dermatology,8,22-07-2040,Metro Hospital,Kolkata,22,146,0.67,0
Dr. Swati Desai,Dermatology,10,23-07-2040,City Hospital,Chennai,18,332,1.08,0
Dr. Swati Desai,Orthopedics,17,24-07-2040,City Hospital,New Delhi,66,296,1.09,1
Dr. Anil Mehra,Dermatology,16,25-07-2040,City Hospital,Chennai,36,84,1.71,1
Dr. Swati Desai,Cardiology,13,26-07-2040,Govt Health Center,Chennai,70,323,1.2,0
Dr. Anil Mehra,Pediatrics,9,27-07-2040,Metro Hospital,Kolkata,86,117,0.59,0
Dr. Swati Desai,Orthopedics,16,28-07-2040,Govt Health Center,Chennai,59,238,1.88,1
Dr. Ravi Kumar,Pediatrics,11,29-07-2040,Govt Health Center,Chennai,91,90,1.06,1
Dr. Anil Mehra,Cardiology,15,30-07-2040,Govt Health Center,New Delhi,43,145,1.5,1
Dr. Rohit Verma,Cardiology,17,31-07-2040,Metro Hospital,Kolkata,94,220,1.5,1
Dr. Ravi Kumar,Dermatology,14,01-08-2040,Govt Health Center,Chennai,74,482,0.58,0
Dr. Anil Mehra,Dermatology,10,02-08-2040,Metro Hospital,New Delhi,54,444,0.51,0
Dr. Anil Mehra,Dermatology,15,03-08-2040,Metro Hospital,Kolkata,96,116,0.63,0
Dr. Rohit Verma,Pediatrics,11,04-08-2040,Metro Hospital,New Delhi,43,484,1.93,0
Dr. Anil Mehra,Cardiology,9,05-08-2040,Govt Health Center,Kolkata,82,357,1.69,0
Dr. Swati Desai,Orthopedics,12,06-08-2040,Metro Hospital,Kolkata,17,168,0.7,0
Dr. Rohit Verma,Dermatology,8,07-08-2040,Metro Hospital,Mumbai,57,390,1.42,0
Dr. Ravi Kumar,Pediatrics,15,08-08-2040,City Hospital,Mumbai,45,220,1.42,1
Dr. Ravi Kumar,Dermatology,15,09-08-2040,Govt Health Center,Mumbai,91,235,0.5,0
Dr. Swati Desai,Cardiology,10,10-08-2040,City Hospital,Chennai,75,119,1.14,1
Dr. Ravi Kumar,Orthopedics,8,11-08-2040,City Hospital,New Delhi,20,294,1.57,1
Dr. Anil Mehra,Cardiology,11,12-08-2040,Govt Health Center,Kolkata,61,462,0.78,0
Dr. Anil Mehra,Pediatrics,16,13-08-2040,City Hospital,New Delhi,45,208,1.78,1
Dr. Swati Desai,Dermatology,16,14-08-2040,Metro Hospital,Chennai,40,333,1.49,0
Dr. Ravi Kumar,Cardiology,8,15-08-2040,City Hospital,Mumbai,33,156,0.51,0
Dr. Ravi Kumar,Pediatrics,14,16-08-2040,City Hospital,Mumbai,30,483,1.78,0
Dr. Swati Desai,Dermatology,13,17-08-2040,Metro Hospital,New Delhi,39,85,0.53,0
Dr. Rohit Verma,Orthopedics,14,18-08-2040,City Hospital,New Delhi,81,397,1.83,0
Dr. Ravi Kumar,Cardiology,14,19-08-2040,Metro Hospital,Kolkata,73,452,1,0
Dr. Rohit Verma,Dermatology,15,20-08-2040,Govt Health Center,New Delhi,48,244,1.55,1
Dr. Ravi Kumar,Dermatology,15,21-08-2040,City Hospital,Kolkata,10,317,1.68,0
Dr. Ravi Kumar,Dermatology,17,22-08-2040,Govt Health Center,Kolkata,51,125,0.92,0
Dr. Ravi Kumar,Dermatology,9,23-08-2040,City Hospital,Mumbai,86,329,1.03,0
Dr. Ravi Kumar,Cardiology,11,24-08-2040,Metro Hospital,New Delhi,95,370,1.26,0
Dr. Anil Mehra,Dermatology,11,25-08-2040,City Hospital,Mumbai,14,397,1.37,0
Dr. Rohit Verma,Pediatrics,17,26-08-2040,Govt Health Center,Kolkata,21,129,0.94,0
Dr. Rohit Verma,Cardiology,15,27-08-2040,Metro Hospital,Mumbai,38,454,1.99,0
Dr. Ravi Kumar,Dermatology,10,28-08-2040,Metro Hospital,Mumbai,12,147,1.61,1
Dr. Ravi Kumar,Cardiology,10,29-08-2040,Govt Health Center,Kolkata,70,331,0.91,0
Dr. Rohit Verma,Pediatrics,9,30-08-2040,Govt Health Center,Chennai,60,167,1.46,1
Dr. Anil Mehra,Pediatrics,8,31-08-2040,City Hospital,Chennai,45,468,1.15,0
Dr. Swati Desai,Cardiology,15,01-09-2040,City Hospital,New Delhi,84,272,1.79,1
Dr. Swati Desai,Dermatology,16,02-09-2040,Metro Hospital,Mumbai,99,301,0.99,0
Dr. Rohit Verma,Dermatology,16,03-09-2040,Govt Health Center,New Delhi,11,129,0.78,0
Dr. Ravi Kumar,Pediatrics,15,04-09-2040,Govt Health Center,Mumbai,38,363,0.57,0
Dr. Ravi Kumar,Dermatology,12,05-09-2040,City Hospital,New Delhi,50,219,1.98,1
Dr. Anil Mehra,Pediatrics,8,06-09-2040,City Hospital,New Delhi,38,462,1.04,0
Dr. Swati Desai,Dermatology,16,07-09-2040,Metro Hospital,Kolkata,73,206,0.83,0
Dr. Anil Mehra,Pediatrics,13,08-09-2040,Govt Health Center,Chennai,67,442,1.24,0
Dr. Swati Desai,Orthopedics,14,09-09-2040,Govt Health Center,Chennai,92,383,0.94,0
Dr. Rohit Verma,Dermatology,15,10-09-2040,Govt Health Center,Chennai,19,426,0.85,0
Dr. Swati Desai,Dermatology,12,11-09-2040,Govt Health Center,Kolkata,20,377,1.42,0
Dr. Anil Mehra,Dermatology,13,12-09-2040,City Hospital,Chennai,16,51,0.61,0
Dr. Anil Mehra,Cardiology,14,13-09-2040,City Hospital,Kolkata,86,252,1.26,1
Dr. Anil Mehra,Dermatology,14,14-09-2040,City Hospital,Mumbai,70,307,1.08,0
Dr. Rohit Verma,Cardiology,9,15-09-2040,Metro Hospital,Kolkata,75,300,1.3,0
Dr. Swati Desai,Cardiology,8,16-09-2040,Govt Health Center,New Delhi,95,416,0.98,0
Dr. Swati Desai,Pediatrics,15,17-09-2040,City Hospital,New Delhi,62,195,1.36,1
Dr. Anil Mehra,Cardiology,12,18-09-2040,Govt Health Center,Mumbai,74,374,0.62,0
Dr. Swati Desai,Cardiology,17,19-09-2040,City Hospital,Mumbai,36,427,1.06,0
Dr. Ravi Kumar,Orthopedics,9,20-09-2040,Metro Hospital,New Delhi,16,490,0.86,0
Dr. Ravi Kumar,Dermatology,10,21-09-2040,City Hospital,Chennai,74,456,1.16,0
Dr. Ravi Kumar,Cardiology,13,22-09-2040,Metro Hospital,Chennai,67,324,1.1,0
Dr. Swati Desai,Dermatology,17,23-09-2040,Govt Health Center,Chennai,34,68,1.45,1
Dr. Rohit Verma,Cardiology,13,24-09-2040,City Hospital,Mumbai,57,491,1.44,0
Dr. Rohit Verma,Pediatrics,15,25-09-2040,City Hospital,New Delhi,13,417,1.12,0
Dr. Rohit Verma,Orthopedics,12,26-09-2040,City Hospital,Kolkata,17,482,0.77,0
Dr. Rohit Verma,Cardiology,12,27-09-2040,Govt Health Center,Mumbai,94,478,1.37,0
Dr. Ravi Kumar,Dermatology,14,28-09-2040,Metro Hospital,New Delhi,77,301,1.95,0
Dr. Ravi Kumar,Pediatrics,17,29-09-2040,Metro Hospital,Chennai,69,333,0.78,0
Dr. Anil Mehra,Dermatology,12,30-09-2040,City Hospital,Chennai,13,380,0.6,0
Dr. Swati Desai,Pediatrics,16,01-10-2040,Govt Health Center,Chennai,17,99,0.9,0
Dr. Swati Desai,Orthopedics,13,02-10-2040,Metro Hospital,New Delhi,99,444,1.12,0
Dr. Rohit Verma,Pediatrics,14,03-10-2040,Metro Hospital,Chennai,25,360,0.96,0
Dr. Ravi Kumar,Dermatology,15,04-10-2040,Metro Hospital,New Delhi,28,186,1.75,1
Dr. Rohit Verma,Dermatology,12,05-10-2040,Metro Hospital,Mumbai,10,447,1.24,0
Dr. Anil Mehra,Cardiology,11,06-10-2040,Metro Hospital,Kolkata,43,275,0.87,0
Dr. Swati Desai,Pediatrics,15,07-10-2040,City Hospital,Chennai,54,270,1.93,1
Dr. Swati Desai,Dermatology,17,08-10-2040,City Hospital,Mumbai,72,162,0.69,0
Dr. Rohit Verma,Cardiology,16,09-10-2040,City Hospital,Mumbai,15,198,0.68,0
Dr. Anil Mehra,Orthopedics,8,10-10-2040,Metro Hospital,New Delhi,45,97,0.87,0
Dr. Swati Desai,Dermatology,10,11-10-2040,Metro Hospital,Mumbai,75,107,0.62,0
Dr. Anil Mehra,Cardiology,11,12-10-2040,Metro Hospital,New Delhi,87,246,1.63,1
Dr. Anil Mehra,Dermatology,14,13-10-2040,City Hospital,New Delhi,17,274,0.97,0
Dr. Rohit Verma,Pediatrics,13,14-10-2040,Metro Hospital,Mumbai,76,186,1.59,1
Dr. Ravi Kumar,Cardiology,17,15-10-2040,City Hospital,New Delhi,36,244,1.64,1
Dr. Rohit Verma,Pediatrics,17,16-10-2040,Metro Hospital,New Delhi,43,255,0.86,0
Dr. Ravi Kumar,Orthopedics,8,17-10-2040,City Hospital,New Delhi,37,67,1.28,1
Dr. Anil Mehra,Pediatrics,11,18-10-2040,Govt Health Center,Mumbai,40,317,1.28,0
Dr. Ravi Kumar,Cardiology,13,19-10-2040,Metro Hospital,Kolkata,26,264,1.81,1
Dr. Anil Mehra,Dermatology,10,20-10-2040,Metro Hospital,New Delhi,92,255,0.54,0
Dr. Swati Desai,Cardiology,9,21-10-2040,City Hospital,Chennai,64,173,0.98,0
Dr. Swati Desai,Pediatrics,9,22-10-2040,Metro Hospital,Mumbai,84,65,1.82,1
Dr. Swati Desai,Pediatrics,17,23-10-2040,City Hospital,Mumbai,18,214,0.86,0
Dr. Rohit Verma,Dermatology,11,24-10-2040,City Hospital,New Delhi,66,197,0.71,0
Dr. Rohit Verma,Orthopedics,8,25-10-2040,Govt Health Center,Mumbai,54,325,1.36,0
Dr. Anil Mehra,Cardiology,17,26-10-2040,Govt Health Center,Chennai,15,448,0.96,0
Dr. Swati Desai,Dermatology,9,27-10-2040,Metro Hospital,Kolkata,23,282,1.2,1
Dr. Rohit Verma,Dermatology,17,28-10-2040,Metro Hospital,Mumbai,40,74,1.73,1
Dr. Swati Desai,Dermatology,9,29-10-2040,City Hospital,Mumbai,63,450,1.28,0
Dr. Rohit Verma,Cardiology,11,30-10-2040,City Hospital,Mumbai,20,317,1.27,0
Dr. Ravi Kumar,Cardiology,11,31-10-2040,City Hospital,New Delhi,78,414,0.92,0
Dr. Ravi Kumar,Cardiology,8,01-11-2040,City Hospital,Chennai,11,475,1.69,0
Dr. Swati Desai,Orthopedics,14,02-11-2040,Metro Hospital,Kolkata,26,344,1.61,0
Dr. Anil Mehra,Dermatology,14,03-11-2040,Govt Health Center,Chennai,45,489,0.85,0
Dr. Rohit Verma,Pediatrics,17,04-11-2040,Metro Hospital,Chennai,12,486,0.98,0
Dr. Rohit Verma,Pediatrics,17,05-11-2040,Metro Hospital,Mumbai,72,120,1.68,1
Dr. Ravi Kumar,Dermatology,17,06-11-2040,Metro Hospital,Kolkata,52,249,1.04,1
Dr. Ravi Kumar,Pediatrics,8,07-11-2040,Govt Health Center,Chennai,42,96,1.11,1
Dr. Anil Mehra,Orthopedics,15,08-11-2040,Metro Hospital,Kolkata,87,74,1.05,1
Dr. Anil Mehra,Orthopedics,17,09-11-2040,Govt Health Center,New Delhi,38,262,0.74,0
Dr. Anil Mehra,Cardiology,14,10-11-2040,City Hospital,Mumbai,32,483,1.01,0
Dr. Swati Desai,Cardiology,14,11-11-2040,Metro Hospital,New Delhi,68,423,1.7,0
Dr. Ravi Kumar,Cardiology,13,12-11-2040,City Hospital,Kolkata,90,82,1.24,1
Dr. Swati Desai,Cardiology,11,13-11-2040,City Hospital,Mumbai,58,263,1.19,1
Dr. Ravi Kumar,Cardiology,15,14-11-2040,City Hospital,New Delhi,64,260,0.73,0
Dr. Ravi Kumar,Pediatrics,9,15-11-2040,Metro Hospital,Mumbai,84,78,0.77,0
Dr. Rohit Verma,Pediatrics,14,16-11-2040,City Hospital,New Delhi,37,308,0.56,0
Dr. Ravi Kumar,Cardiology,10,17-11-2040,Metro Hospital,Chennai,80,88,0.52,0
Dr. Ravi Kumar,Orthopedics,10,18-11-2040,City Hospital,Mumbai,81,309,1.23,0
Dr. Swati Desai,Pediatrics,14,19-11-2040,Metro Hospital,Kolkata,34,214,1.11,1
Dr. Ravi Kumar,Orthopedics,10,20-11-2040,Metro Hospital,Mumbai,16,144,0.91,0
Dr. Swati Desai,Orthopedics,12,21-11-2040,Metro Hospital,Kolkata,95,439,1.99,0
Dr. Anil Mehra,Dermatology,15,22-11-2040,City Hospital,New Delhi,82,269,1.1,1
Dr. Ravi Kumar,Dermatology,11,23-11-2040,Metro Hospital,New Delhi,84,443,1.68,0
Dr. Ravi Kumar,Cardiology,14,24-11-2040,City Hospital,Kolkata,43,317,0.82,0
Dr. Swati Desai,Orthopedics,14,25-11-2040,Govt Health Center,New Delhi,31,167,0.87,0
Dr. Anil Mehra,Pediatrics,9,26-11-2040,City Hospital,Mumbai,76,115,1.35,1
Dr. Rohit Verma,Dermatology,15,27-11-2040,City Hospital,New Delhi,59,436,0.51,0
Dr. Anil Mehra,Dermatology,17,28-11-2040,Metro Hospital,Kolkata,57,242,0.53,0
Dr. Swati Desai,Orthopedics,17,29-11-2040,City Hospital,Kolkata,81,369,0.71,0
Dr. Anil Mehra,Dermatology,16,30-11-2040,Govt Health Center,Chennai,79,84,0.83,0
Dr. Swati Desai,Dermatology,13,01-12-2040,Metro Hospital,Kolkata,66,457,1.29,0
Dr. Swati Desai,Pediatrics,12,02-12-2040,City Hospital,New Delhi,34,224,1.53,1
Dr. Rohit Verma,Orthopedics,8,03-12-2040,City Hospital,Kolkata,75,161,0.97,0
Dr. Ravi Kumar,Dermatology,8,04-12-2040,Metro Hospital,New Delhi,25,357,0.86,0
Dr. Swati Desai,Orthopedics,16,05-12-2040,Metro Hospital,New Delhi,67,339,1.73,0
Dr. Swati Desai,Dermatology,11,06-12-2040,City Hospital,Chennai,50,389,0.74,0
Dr. Rohit Verma,Pediatrics,8,07-12-2040,City Hospital,New Delhi,60,129,1.52,1
Dr. Swati Desai,Orthopedics,17,08-12-2040,Metro Hospital,Kolkata,30,160,1.9,1
Dr. Ravi Kumar,Dermatology,10,09-12-2040,Metro Hospital,Kolkata,88,458,0.85,0
Dr. Rohit Verma,Pediatrics,13,10-12-2040,Govt Health Center,Kolkata,65,462,0.63,0
Dr. Ravi Kumar,Dermatology,15,11-12-2040,Govt Health Center,New Delhi,56,141,1.97,1
Dr. Ravi Kumar,Orthopedics,17,12-12-2040,Govt Health Center,Kolkata,52,497,0.91,0
Dr. Rohit Verma,Dermatology,9,13-12-2040,Metro Hospital,Mumbai,93,486,0.91,0
Dr. Swati Desai,Orthopedics,15,14-12-2040,Metro Hospital,Mumbai,40,235,1.23,1
Dr. Ravi Kumar,Orthopedics,8,15-12-2040,Metro Hospital,Kolkata,24,90,0.85,0
Dr. Ravi Kumar,Dermatology,9,16-12-2040,City Hospital,New Delhi,57,136,1.99,1
Dr. Ravi Kumar,Pediatrics,15,17-12-2040,Metro Hospital,Kolkata,71,273,0.56,0
Dr. Ravi Kumar,Cardiology,14,18-12-2040,City Hospital,Mumbai,79,100,1.18,1
Dr. Rohit Verma,Pediatrics,12,19-12-2040,Metro Hospital,New Delhi,12,175,1.32,1
Dr. Rohit Verma,Pediatrics,17,20-12-2040,Metro Hospital,Kolkata,47,195,1.2,1
Dr. Anil Mehra,Dermatology,9,21-12-2040,City Hospital,New Delhi,96,90,1.28,1
Dr. Anil Mehra,Pediatrics,16,22-12-2040,Metro Hospital,Kolkata,67,404,1.98,0
Dr. Ravi Kumar,Pediatrics,12,23-12-2040,Metro Hospital,Chennai,76,494,1.82,0
Dr. Swati Desai,Cardiology,15,24-12-2040,Metro Hospital,New Delhi,54,412,0.96,0
Dr. Ravi Kumar,Pediatrics,11,25-12-2040,Govt Health Center,Mumbai,53,73,1.33,1
Dr. Swati Desai,Cardiology,16,26-12-2040,Metro Hospital,Mumbai,17,352,0.5,0
Dr. Ravi Kumar,Dermatology,17,27-12-2040,City Hospital,Mumbai,75,333,1.11,0
Dr. Anil Mehra,Cardiology,14,28-12-2040,City Hospital,Mumbai,80,85,0.75,0
Dr. Anil Mehra,Orthopedics,9,29-12-2040,City Hospital,Kolkata,70,326,1.57,0
Dr. Swati Desai,Orthopedics,10,30-12-2040,Metro Hospital,Kolkata,26,233,0.83,0
Dr. Ravi Kumar,Cardiology,9,31-12-2040,City Hospital,New Delhi,80,374,1.62,0
Dr. Swati Desai,Orthopedics,12,01-01-2041,Govt Health Center,Chennai,45,203,0.97,0
Dr. Anil Mehra,Dermatology,9,02-01-2041,City Hospital,Chennai,77,231,1.89,1
Dr. Ravi Kumar,Orthopedics,12,03-01-2041,Metro Hospital,New Delhi,89,349,1.17,0
Dr. Ravi Kumar,Cardiology,16,04-01-2041,Govt Health Center,Mumbai,30,466,1.76,0
Dr. Swati Desai,Dermatology,9,05-01-2041,City Hospital,Chennai,91,203,1.44,1
Dr. Rohit Verma,Orthopedics,16,06-01-2041,Govt Health Center,Chennai,55,426,1.97,0
Dr. Swati Desai,Dermatology,14,07-01-2041,City Hospital,New Delhi,55,199,1.61,1
Dr. Anil Mehra,Cardiology,14,08-01-2041,Metro Hospital,Mumbai,25,453,1.59,0
Dr. Anil Mehra,Orthopedics,12,09-01-2041,Govt Health Center,Kolkata,31,51,0.9,0
Dr. Anil Mehra,Dermatology,15,10-01-2041,City Hospital,Kolkata,15,346,1.26,0
Dr. Anil Mehra,Dermatology,14,11-01-2041,City Hospital,Chennai,65,103,0.94,0
Dr. Anil Mehra,Orthopedics,13,12-01-2041,Govt Health Center,Kolkata,54,490,0.53,0
Dr. Rohit Verma,Dermatology,9,13-01-2041,Govt Health Center,New Delhi,67,451,1.57,0
Dr. Ravi Kumar,Dermatology,13,14-01-2041,Govt Health Center,Chennai,37,438,0.85,0
Dr. Swati Desai,Cardiology,9,15-01-2041,Govt Health Center,Chennai,26,295,1.1,1
Dr. Swati Desai,Cardiology,8,16-01-2041,City Hospital,Mumbai,45,95,0.93,0
Dr. Anil Mehra,Cardiology,16,17-01-2041,City Hospital,Kolkata,21,124,0.8,0
Dr. Swati Desai,Cardiology,12,18-01-2041,City Hospital,Mumbai,59,198,0.6,0
Dr. Anil Mehra,Cardiology,17,19-01-2041,Metro Hospital,Chennai,68,455,1.01,0
Dr. Rohit Verma,Cardiology,17,20-01-2041,Govt Health Center,Kolkata,21,52,0.62,0
Dr. Rohit Verma,Orthopedics,11,21-01-2041,City Hospital,Mumbai,71,58,1.31,1
Dr. Ravi Kumar,Cardiology,15,22-01-2041,Govt Health Center,Kolkata,49,51,0.53,0
Dr. Rohit Verma,Dermatology,12,23-01-2041,Govt Health Center,Chennai,11,287,1.91,1
Dr. Rohit Verma,Orthopedics,14,24-01-2041,City Hospital,Chennai,34,77,1.95,1
Dr. Ravi Kumar,Dermatology,10,25-01-2041,Govt Health Center,Chennai,94,339,0.96,0
Dr. Swati Desai,Cardiology,15,26-01-2041,Govt Health Center,New Delhi,95,230,0.89,0
Dr. Anil Mehra,Cardiology,15,27-01-2041,Govt Health Center,Mumbai,83,364,0.66,0
Dr. Anil Mehra,Dermatology,10,28-01-2041,Govt Health Center,Mumbai,40,315,1.86,0
Dr. Swati Desai,Dermatology,16,29-01-2041,Govt Health Center,Chennai,56,132,1.38,1
Dr. Ravi Kumar,Dermatology,15,30-01-2041,City Hospital,Mumbai,69,398,1.42,0
Dr. Swati Desai,Pediatrics,8,31-01-2041,City Hospital,Chennai,82,302,1.84,0
Dr. Rohit Verma,Pediatrics,15,01-02-2041,Govt Health Center,Mumbai,50,307,1.87,0
Dr. Ravi Kumar,Pediatrics,11,02-02-2041,Govt Health Center,Kolkata,59,97,1.74,1
Dr. Ravi Kumar,Pediatrics,13,03-02-2041,Govt Health Center,Mumbai,32,183,1.66,1
Dr. Ravi Kumar,Orthopedics,17,04-02-2041,Metro Hospital,Chennai,21,349,1.82,0
Dr. Anil Mehra,Cardiology,16,05-02-2041,Govt Health Center,Mumbai,80,487,1.81,0
Dr. Swati Desai,Dermatology,12,06-02-2041,Metro Hospital,Kolkata,92,248,1.05,1
Dr. Ravi Kumar,Cardiology,14,07-02-2041,Metro Hospital,Kolkata,31,341,1.96,0
Dr. Ravi Kumar,Dermatology,8,08-02-2041,Metro Hospital,Kolkata,65,185,1.56,1
Dr. Ravi Kumar,Cardiology,16,09-02-2041,City Hospital,Chennai,25,132,1.06,1
Dr. Swati Desai,Orthopedics,13,10-02-2041,Metro Hospital,New Delhi,67,315,1.16,0
Dr. Anil Mehra,Pediatrics,11,11-02-2041,Govt Health Center,Chennai,81,466,1.53,0
Dr. Rohit Verma,Cardiology,13,12-02-2041,Govt Health Center,Kolkata,60,407,1.04,0
Dr. Anil Mehra,Dermatology,12,13-02-2041,City Hospital,Mumbai,15,268,1.74,1
Dr. Ravi Kumar,Cardiology,10,14-02-2041,City Hospital,Kolkata,11,398,0.72,0
Dr. Anil Mehra,Orthopedics,14,15-02-2041,Govt Health Center,New Delhi,71,68,1.86,1
Dr. Anil Mehra,Orthopedics,10,16-02-2041,City Hospital,New Delhi,51,67,0.95,0
Dr. Rohit Verma,Cardiology,9,17-02-2041,City Hospital,Kolkata,52,420,0.73,0
Dr. Swati Desai,Pediatrics,11,18-02-2041,Metro Hospital,Chennai,61,228,1.79,1
Dr. Swati Desai,Dermatology,14,19-02-2041,Metro Hospital,New Delhi,67,72,0.86,0
Dr. Anil Mehra,Orthopedics,12,20-02-2041,City Hospital,Kolkata,29,434,1.77,0
Dr. Anil Mehra,Orthopedics,16,21-02-2041,Govt Health Center,Chennai,65,364,0.94,0
Dr. Swati Desai,Cardiology,17,22-02-2041,Metro Hospital,Mumbai,76,293,1.9,1
Dr. Swati Desai,Orthopedics,14,23-02-2041,Govt Health Center,Chennai,68,156,0.83,0
Dr. Rohit Verma,Orthopedics,16,24-02-2041,City Hospital,New Delhi,57,180,0.6,0
Dr. Ravi Kumar,Dermatology,16,25-02-2041,Govt Health Center,Chennai,44,59,1.9,1
Dr. Anil Mehra,Pediatrics,9,26-02-2041,Govt Health Center,Chennai,17,428,0.75,0
Dr. Swati Desai,Dermatology,8,27-02-2041,Govt Health Center,Mumbai,85,248,1.92,1
Dr. Anil Mehra,Pediatrics,11,28-02-2041,Govt Health Center,Kolkata,41,354,1.74,0
Dr. Anil Mehra,Dermatology,11,01-03-2041,City Hospital,Chennai,54,361,0.62,0
Dr. Swati Desai,Cardiology,9,02-03-2041,City Hospital,Mumbai,94,139,1.17,1
Dr. Rohit Verma,Orthopedics,10,03-03-2041,Metro Hospital,New Delhi,76,193,0.61,0
Dr. Anil Mehra,Pediatrics,10,04-03-2041,Metro Hospital,Kolkata,36,344,0.99,0
Dr. Rohit Verma,Cardiology,12,05-03-2041,Metro Hospital,New Delhi,12,158,1.03,1
Dr. Swati Desai,Orthopedics,8,06-03-2041,Metro Hospital,Kolkata,66,401,1.4,0
Dr. Ravi Kumar,Orthopedics,16,07-03-2041,Govt Health Center,Chennai,74,253,1.96,1
Dr. Ravi Kumar,Orthopedics,15,08-03-2041,Metro Hospital,Chennai,29,93,0.75,0
Dr. Anil Mehra,Dermatology,15,09-03-2041,Metro Hospital,Kolkata,80,57,0.99,0
Dr. Swati Desai,Cardiology,10,10-03-2041,Govt Health Center,New Delhi,50,441,1.38,0
Dr. Rohit Verma,Cardiology,9,11-03-2041,City Hospital,New Delhi,10,350,0.76,0
Dr. Anil Mehra,Orthopedics,8,12-03-2041,Metro Hospital,New Delhi,83,444,1.57,0
Dr. Swati Desai,Pediatrics,13,13-03-2041,City Hospital,Chennai,85,402,1.11,0
Dr. Swati Desai,Cardiology,17,14-03-2041,Metro Hospital,Kolkata,13,202,1.92,1
Dr. Rohit Verma,Dermatology,8,15-03-2041,City Hospital,Kolkata,80,66,1.44,1
Dr. Anil Mehra,Pediatrics,12,16-03-2041,Metro Hospital,New Delhi,19,388,1.04,0
Dr. Swati Desai,Pediatrics,16,17-03-2041,City Hospital,Chennai,95,286,1.58,1
Dr. Swati Desai,Pediatrics,16,18-03-2041,City Hospital,Kolkata,98,488,1.76,0
Dr. Swati Desai,Pediatrics,11,19-03-2041,Metro Hospital,Kolkata,38,384,1.7,0
Dr. Rohit Verma,Cardiology,14,20-03-2041,City Hospital,New Delhi,24,105,0.89,0
Dr. Anil Mehra,Orthopedics,14,21-03-2041,Metro Hospital,New Delhi,28,93,1.13,1
Dr. Anil Mehra,Pediatrics,11,22-03-2041,Metro Hospital,Kolkata,67,358,1.18,0
Dr. Anil Mehra,Dermatology,12,23-03-2041,Govt Health Center,Chennai,62,290,1.08,1
Dr. Anil Mehra,Dermatology,16,24-03-2041,Metro Hospital,Mumbai,55,468,0.97,0
Dr. Ravi Kumar,Orthopedics,14,25-03-2041,Metro Hospital,Kolkata,27,88,1.63,1
Dr. Ravi Kumar,Cardiology,14,26-03-2041,Metro Hospital,Kolkata,12,179,0.52,0
Dr. Anil Mehra,Orthopedics,17,27-03-2041,Metro Hospital,Chennai,79,147,0.94,0
Dr. Rohit Verma,Pediatrics,14,28-03-2041,Govt Health Center,Kolkata,31,330,0.71,0
Dr. Ravi Kumar,Cardiology,16,29-03-2041,Govt Health Center,Mumbai,64,471,0.69,0
Dr. Swati Desai,Cardiology,12,30-03-2041,Govt Health Center,Chennai,73,129,0.92,0
Dr. Ravi Kumar,Pediatrics,13,31-03-2041,Govt Health Center,Mumbai,50,337,1.64,0
Dr. Swati Desai,Dermatology,10,01-04-2041,City Hospital,Mumbai,94,384,1.95,0
Dr. Anil Mehra,Pediatrics,8,02-04-2041,Metro Hospital,Kolkata,17,283,1.27,1
Dr. Ravi Kumar,Orthopedics,9,03-04-2041,Govt Health Center,Mumbai,74,383,1.01,0
Dr. Rohit Verma,Pediatrics,15,04-04-2041,Metro Hospital,Kolkata,12,218,1.74,1
Dr. Ravi Kumar,Dermatology,8,05-04-2041,Govt Health Center,Kolkata,38,128,0.6,0
Dr. Ravi Kumar,Pediatrics,17,06-04-2041,Metro Hospital,Chennai,79,120,0.64,0
Dr. Ravi Kumar,Orthopedics,14,07-04-2041,City Hospital,Chennai,27,312,1.02,0
Dr. Anil Mehra,Orthopedics,12,08-04-2041,Govt Health Center,Chennai,67,249,1.17,1
Dr. Rohit Verma,Dermatology,13,09-04-2041,City Hospital,Kolkata,10,260,1.7,1
Dr. Ravi Kumar,Orthopedics,15,10-04-2041,City Hospital,Mumbai,31,67,1.89,1
Dr. Rohit Verma,Orthopedics,11,11-04-2041,Metro Hospital,Mumbai,32,322,1.3,0
Dr. Anil Mehra,Pediatrics,13,12-04-2041,Govt Health Center,Chennai,17,259,1.24,1
Dr. Swati Desai,Cardiology,10,13-04-2041,City Hospital,Chennai,38,166,0.82,0
Dr. Ravi Kumar,Orthopedics,14,14-04-2041,Metro Hospital,Kolkata,53,153,1.18,1
Dr. Rohit Verma,Orthopedics,9,15-04-2041,Metro Hospital,New Delhi,71,126,1.89,1
Dr. Rohit Verma,Dermatology,15,16-04-2041,Metro Hospital,New Delhi,28,364,1.09,0
Dr. Anil Mehra,Dermatology,14,17-04-2041,City Hospital,Kolkata,68,60,0.82,0
Dr. Ravi Kumar,Pediatrics,15,18-04-2041,Metro Hospital,New Delhi,89,430,1.01,0
Dr. Swati Desai,Pediatrics,9,19-04-2041,Metro Hospital,New Delhi,28,100,1.27,1
